Brain region,PV [mm^-3],std PV [mm^-3],SST [mm^-3],std SST [mm^-3],VIP [mm^-3],std VIP [mm^-3],Rest inh. [mm^-3],std Rest inh. [mm^-3],GAD67 [mm^-3],std GAD67 [mm^-3],Non inh. [mm^-3],std Non inh. [mm^-3],Neuron [mm^-3],Volumes [mm^3]
"Periventricular hypothalamic nucleus, posterior part",149.7710467,31.70476972,18480.4954,4365.129188,34.98437431,4.031613207,0,3753.587889,18665.25082,67.26488121,0,67.26488121,267013.9479,0.12928125
"Periventricular hypothalamic nucleus, preoptic part",2813.564456,104.9492501,9773.180851,987.3803789,76.96336781,24.37270169,19036.42501,831.6665165,31700.13368,619.6782771,19036.42501,619.6782771,75825.4821,0.10815625
Subparaventricular zone,40.06953845,10.83192314,10612.20619,0,33.66640592,337.9787041,35994.35413,742.9306517,46680.29626,912.5158314,35994.35413,912.5158314,95692.56291,0.139578125
Suprachiasmatic nucleus,392.1608875,29.13877831,6611.723994,1008.696829,0,3519.073054,0,0.001559551,7003.884881,3064.732823,0,3064.732823,158359.9045,0.097
Subfornical organ,1580.258119,472.8774591,756.6418656,568.5236209,0,6.971272102,16600.04398,678.7233371,18936.94397,370.1807725,16600.04398,370.1807725,393806.1966,0.015640625
Ventrolateral preoptic nucleus,0,0,0,0,0,0,0,0,0,0,0,0,9748.516414,0.02984375
Hypothalamic medial zone,965.6213143,0,5310.478256,0,59.58852148,0,21208.5364,0,27544.2245,0,21208.5364,0,107401.9419,3.23728125
Anterior hypothalamic nucleus,384.4207561,0,7555.701336,0,27.31041088,0,42726.25392,0,50693.68642,0,42726.25392,0,75634.95527,0.815234375
"Anterior hypothalamic nucleus, anterior part",229.7568984,55.89050761,6962.799805,244.2976731,24.00121079,2.208015836,8212.241557,279.2867993,15428.79947,301.6009929,8212.241557,301.6009929,41837.7453,0.2408125
"Anterior hypothalamic nucleus, central part",497.4416562,54.00030848,7336.148108,0.404965614,28.06866065,7.164215579,57494.53529,1841.896866,65356.19372,1832.110729,57494.53529,1832.110729,76323.96491,0.450328125
"Anterior hypothalamic nucleus, posterior part",274.4111884,6.259451158,9503.012086,641.1221814,30.98050343,3.280045007,56109.95086,1262.488603,65918.35464,1288.562267,56109.95086,1288.562267,138720.4065,0.12409375
Mammillary body,3391.847683,0,862.4819854,0,12.62274167,0,3687.476531,0,7954.428942,0,3687.476531,0,112715.1275,0.746984375
Lateral mammillary nucleus,4776.109832,0,1156.317899,251.0100008,10.23226941,2.052376025,21193.89045,565.1861589,27136.55045,530.4651224,21193.89045,530.4651224,132035.439,0.052859375
Medial mammillary nucleus,4949.969572,1004.503942,108.6096999,270.371929,13.2992264,2.35112018,2228.399468,1004.138184,7300.277967,120.040488,2228.399468,120.040488,120598.9113,0.423421875
"Medial mammillary nucleus, median part",2984.393522,0,15.17726655,79.21054032,7.442247493,1.852069088,574.1344733,150.4745697,3581.14751,0,574.1344733,0,193044.8119,0.0200625
Supramammillary nucleus,780.8470327,0,1239.47254,0,12.75653793,0,1292.542243,0,3325.618354,0,1292.542243,0,79603.867,0.224046875
"Supramammillary nucleus, lateral part",1108.680622,168.8067426,1759.85709,502.948673,18.11228808,8.027497513,1835.207766,396.7323664,4721.857766,92.30749795,1835.207766,92.30749795,70263.34521,0.157796875
"Supramammillary nucleus, medial part",0,0,0,0,0,0,0,0,0,0,0,0,101851.4919,0.06625
Tuberomammillary nucleus,221.2630909,0,5560.898131,0,8.549199525,0,8595.813371,0,14386.52379,0,8595.813371,0,178280.799,0.04665625
"Tuberomammillary nucleus, dorsal part",0,0,0,0,0,0,0,0,0,0,0,0,171804.6947,0.013390625
"Tuberomammillary nucleus, ventral part",310.3295394,27.18895229,7799.362056,2497.618946,11.99056354,2.931397836,12055.94116,2335.160015,20177.62332,394.4236636,12055.94116,394.4236636,180887.6668,0.033265625
Medial preoptic nucleus,60.20328106,21.12162361,4058.548035,545.4654025,311.0027875,241.5232387,40473.27307,455.3805332,44903.02717,4.345490147,40473.27307,4.345490147,63475.22307,0.230765625
"Medial preoptic nucleus, central part",0,0,4112.395465,100.1299755,121.6262281,277.406182,32324.13382,1405.754098,36558.15551,714.6535943,32324.13382,714.6535943,120542.254,0.006953125
"Medial preoptic nucleus, lateral part",3.161648806,0.764639008,3354.275813,335.4921302,455.9134399,118.8264771,35811.92286,753.7381199,39625.27376,774.5912175,35811.92286,774.5912175,56112.41162,0.09503125
"Medial preoptic nucleus, medial part",6.458569542,1.326554949,4709.576108,0,223.4868254,96.53042289,46126.12931,1130.561279,51065.65082,1105.939089,46126.12931,1105.939089,66244.99105,0.115015625
Dorsal premammillary nucleus,0,0,0,0,0,0,0,0,0,0,0,0,141950.4973,0.08175
Ventral premammillary nucleus,201.0347764,23.34637586,14637.4364,493.6449183,11.38956015,80.76083366,44823.32563,2892.128227,59673.18636,1166.489011,44823.32563,1166.489011,218219.7489,0.08803125
"Paraventricular hypothalamic nucleus, descending division",23.88280941,0,14918.13128,0,30.10654638,0,36334.60744,0,51306.72808,0,36334.60744,0,122727.458,0.05321875
"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",12.88661386,334.5930835,3652.329106,500.6553829,68.43868796,9.029926494,0,157.2907883,3733.654408,72.98665152,0,72.98665152,96331.13497,0.0145
"Paraventricular hypothalamic nucleus, descending division, forniceal part",0,0,8597.879995,5127.027644,51.81342082,4.718821745,19960.9964,4931.779162,28610.68982,559.2915074,19960.9964,559.2915074,122266.9393,0.00575
"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",34.46856945,0,24190.35333,3664.610514,5.43870105,1.171743788,54736.82974,3112.706815,78967.09033,1543.679318,54736.82974,1543.679318,114656.541,0.02703125
"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",25.67222646,3.612416328,6338.05962,1552.813378,27.77763912,21.06527731,57145.55481,1898.090804,63537.0643,1242.020963,57145.55481,1242.020963,224379.945,0.0059375
Ventromedial hypothalamic nucleus,16.95042665,0,7871.859579,0,9.076352638,0,19651.4017,0,27549.28806,0,19651.4017,0,162945.7971,0.488546875
"Ventromedial hypothalamic nucleus, anterior part",0,817.8339478,3728.195837,123.11031,0,0,42540.3498,1138.171307,46268.54563,904.4865221,42540.3498,904.4865221,125878.5415,0.016875
"Ventromedial hypothalamic nucleus, central part",22.76219832,22.23019542,4544.910171,563.1759373,3.902233603,0.354613527,39811.90854,1418.38936,44383.48315,867.6071561,39811.90854,867.6071561,148254.6967,0.141046875
"Ventromedial hypothalamic nucleus, dorsomedial part",15.2754701,3.23704345,7322.988908,887.5171169,15.11774738,4.007325991,13119.66133,815.9907153,20473.04345,400.2066669,13119.66133,400.2066669,197041.2558,0.1251875
"Ventromedial hypothalamic nucleus, ventrolateral part",15.37325521,4.27283612,10830.87091,952.8863637,9.692840219,3.757776606,7909.946328,708.4545041,18765.88333,366.8348948,7909.946328,366.8348948,155300.2529,0.2054375
Posterior hypothalamic nucleus,324.5244038,35.22788931,4807.590271,472.0577732,112.457974,19.16256089,8531.684957,196.7522006,13776.25761,269.2981404,8531.684957,269.2981404,95848.60626,0.73275
Hypothalamic lateral zone,986.7425982,0,7477.234557,0,28.28736503,0,24594.28152,0,33086.54604,0,24594.28152,0,50760.21256,7.936015625
Lateral hypothalamic area,393.5710644,0,6116.626015,1796.797152,16.01045404,0.038268004,22464.92103,1461.031071,28991.12856,566.720417,22464.92103,566.720417,49242.25772,3.673015625
Lateral preoptic area,276.3388668,23.17561277,4106.473952,0,34.97758164,3.461724123,13836.40241,0,18254.19281,0.01004903,13836.40241,0.01004903,18254.19281,1.119125
Preparasubthalamic nucleus,339.7892594,0,2993.965859,2578.488438,13.41680209,2.971150615,17710.53322,2697.714773,21057.70514,411.6389575,17710.53322,411.6389575,76409.97619,0.0123125
Parasubthalamic nucleus,168.7105038,25.74651989,2465.392534,57.76836565,28.27740618,0,6766.563899,278.9182936,9428.944343,184.3169309,6766.563899,184.3169309,107990.7498,0.064328125
Retrochiasmatic area,29.05466251,0.156880588,4899.522563,138.2005148,404.2878491,1021.075881,10123.81981,982.5559961,15456.68488,310.43109,10123.81981,310.43109,20826.0287,0.2326875
Subthalamic nucleus,448.0409438,268.7227014,3758.680325,143.1960573,14.09391304,63.7970134,4.35856E-13,0,4220.815181,61.35845424,4.35856E-13,61.35845424,99478.52096,0.204796875
Tuberal nucleus,41.76231925,7.998113823,16448.92366,983.8441898,20.92541767,1.992438106,2.51718E-12,971.9810543,16511.6114,264.7853606,2.51718E-12,264.7853606,67071.56984,0.472109375
Zona incerta,2754.250775,24.67731264,10384.65694,0,8.210637951,8.181215812,43646.24207,1266.399719,56793.36042,1689.908455,43646.24207,1689.908455,63386.79802,2.157640625
Fields of Forel,2676.076202,24.14448784,4173.289564,4573.928205,3.94426204,0,35064.18233,4695.3292,41917.49235,0,35064.18233,0,41917.49235,0.05865625
Midbrain,3533.714412,425.5517907,10499.02538,345.7181482,256.753471,51.51938685,13771.20849,219.734741,28060.70176,0,13771.20849,0,36739.60734,35.34176563
"Midbrain, sensory related",5653.008891,0,19423.97238,0,829.7427616,0,6886.967735,0,32793.69177,0,6886.967735,0,36822.29303,8.824359375
"Superior colliculus, sensory related",5317.474839,0,16230.99706,0,325.8169752,0,20767.43394,0,42641.72282,0,20767.43394,0,53176.17719,2.59471875
"Superior colliculus, optic layer",2987.956024,0,17769.59347,4202.400268,45.59154112,17.37908477,16728.51992,4242.170725,37531.66096,0.015826494,16728.51992,0.015826494,37531.66096,0.52534375
"Superior colliculus, superficial gray layer",7277.351674,2243.951243,21495.82886,6719.724,174.3374902,41.90238543,17998.26451,7676.087508,46945.78253,0,17998.26451,0,46945.78253,1.252703125
"Superior colliculus, zonal layer",3809.714227,4.82617403,7165.467215,1868.696076,738.4349618,80.34621913,27613.22552,2134.151241,39326.84192,768.759542,27613.22552,768.759542,72796.76675,0.816671875
Inferior colliculus,6087.601571,0,21612.41331,0,1102.048234,0,0.009502613,0,28802.07262,0,0.009502613,0,28802.07476,5.87171875
"Inferior colliculus, central nucleus",0.006012836,8004.258296,37323.39628,8799.556613,1642.950152,117.6599115,0.012277528,0,38966.36473,1207.328265,0.012277528,1207.328265,38966.36473,1.706390625
"Inferior colliculus, dorsal nucleus",7576.801926,630.582716,36181.39624,10411.18478,1003.199171,101.9513182,0.010260025,0,44761.4076,10313.90818,0.010260025,10313.90818,44761.41825,1.18009375
"Inferior colliculus, external nucleus",8978.637541,2949.100392,6872.585813,2983.81172,831.9391914,100.4231394,0.007617029,0,16683.17016,647.5288028,0.007617029,647.5288028,16683.17016,2.985234375
Nucleus of the brachium of the inferior colliculus,506.2300988,0,6637.932305,183.3322669,0,27.94865137,27639.1455,916.9811419,34783.3079,868.3337055,27639.1455,868.3337055,37374.53712,0.122265625
Nucleus sagulum,639.3415715,5.469195457,2944.193235,17.77999163,1.709599788,0.057850444,16790.05102,0,20375.29543,0,16790.05102,0,20375.29543,0.0884375
Parabigeminal nucleus,612.4608937,0,1496.889638,0,2.210436572,0.459884086,24210.85376,450.4060453,26322.41473,514.5510853,24210.85376,514.5510853,79479.90198,0.063640625
Midbrain trigeminal nucleus,2210.295394,740.7731164,14597.08349,1543.011483,63.84153879,13.2857731,5771.735779,1651.027346,22642.9562,442.6248041,5771.735779,442.6248041,76677.10097,0.083578125
"Midbrain, motor related",1635.843911,0,6925.432599,0,60.59449155,0,16922.11364,0,25543.98465,0,16922.11364,0,36240.62452,22.88554688
"Substantia nigra, reticular part",2284.735679,642.3964777,680.2593209,60.94496815,1.308120012,0.072477793,15465.42063,646.0263666,18431.72375,0.011132474,15465.42063,0.011132474,18431.72375,1.33640625
Ventral tegmental area,383.5465375,12.79221551,1953.96797,125.7006183,38.22164248,7.831111081,17891.96622,446.217133,20267.70237,396.1924034,17891.96622,396.1924034,38570.31402,0.8368125
"Midbrain reticular nucleus, retrorubral area",386.4782979,25.39473572,4773.672872,343.609716,6.564032633,3.749114324,9611.829209,282.9178378,14778.54441,0.012058065,9611.829209,0.012058065,14778.54441,0.445484375
Midbrain reticular nucleus,837.5491705,247.5234353,4360.007829,1343.497096,6.263529083,21.34736609,14227.67999,1440.963816,19431.50052,0,14227.67999,0,19431.50944,5.677328125
"Superior colliculus, motor related",2070.490435,0,9861.024561,0,44.11978021,0,16712.57947,0,28688.21424,0,16712.57947,0,35714.72421,6.850171875
"Superior colliculus, motor related, deep gray layer",1326.922793,134.651837,7029.619786,1640.590483,53.17805525,18.69165256,17462.81215,1492.343401,25872.53278,0,17462.81215,0,25872.53771,2.332984375
"Superior colliculus, motor related, deep white layer",459.3366154,131.3435528,3986.78872,580.4541994,11.52317826,2.723068218,15964.98375,651.0400406,20422.63226,401.5406739,15964.98375,401.5406739,27772.61572,0.109
"Superior colliculus, motor related, intermediate white layer",2631.811914,96.80435519,9677.529597,374.2641659,63.63527937,6.282807422,10367.71337,377.5440103,22740.69016,0,10367.71337,0,22740.69016,0.92946875
"Superior colliculus, motor related, intermediate gray layer",2469.665184,120.236369,11992.97836,1994.533594,33.85196793,11.27925074,17928.1309,1983.542921,32424.62641,0.006581182,17928.1309,0.006581182,46030.68217,3.47871875
"Superior colliculus, motor related, intermediate gray layer, sublayer a",2865.650626,325.3671189,9969.286171,1069.677024,23.9997748,0.530231658,34582.26945,1227.239786,47441.20602,927.3783975,34582.26945,927.3783975,78665.77885,0.54096875
"Superior colliculus, motor related, intermediate gray layer, sublayer b",2639.528381,80.65501847,10024.89796,1260.660163,14.71999833,0,19940.70084,1173.008783,32619.84718,637.6505111,19940.70084,637.6505111,52356.7361,1.15834375
"Superior colliculus, motor related, intermediate gray layer, sublayer c",1071.018641,18.40559731,7063.495428,920.5669375,35.69005927,8.907761288,34069.08182,1044.777256,42239.28595,825.6921123,34069.08182,825.6921123,69510.56052,0.277875
Periaqueductal gray,1034.926817,74.865434,10127.8623,2783.050117,186.4233201,1.917359219,16844.02379,2374.247677,28193.23623,530.1141843,16844.02379,530.1141843,50171.90489,5.16621875
Precommissural nucleus,231.9962156,18.11547652,12363.17143,1262.602196,24.34971183,0,14764.04899,1074.668535,27383.56635,535.2940596,14764.04899,535.2940596,115147.6046,0.07721875
Interstitial nucleus of Cajal,9017.415055,1077.575351,8223.478521,0,107.2552503,7.214116909,35743.38051,370.341188,53091.52933,0,35743.38051,0,53091.52933,0.046859375
Nucleus of Darkschewitsch,14913.66033,222.0712015,19799.43871,4301.878085,26.82138266,39.14987181,27854.26796,4344.236987,62594.18839,1223.588049,27854.26796,1223.588049,151403.06,0.084515625
Pretectal region,4092.008693,0,4218.007926,0,4.825206604,0,32298.4661,0,40613.30793,0,32298.4661,0,64164.52125,1.6723125
Anterior pretectal nucleus,5648.979795,1507.018603,2374.205306,315.9516625,2.685720325,0.862223575,24276.26265,1568.622024,32302.13347,631.4280993,24276.26265,631.4280993,60616.99096,0.98321875
Medial pretectal area,203.8682809,27.86490915,11689.73328,1584.322395,14.1919269,2.872166812,67408.34746,2724.973758,79316.14095,1994.811029,67408.34746,1994.811029,96335.2431,0.104546875
Nucleus of the optic tract,3419.291378,0,4802.127266,681.2245116,7.61364823,0.159757622,44670.28848,1020.635271,52899.32078,1034.07017,44670.28848,1034.07017,72568.23166,0.155078125
Nucleus of the posterior commissure,1559.312167,162.6258534,5966.29408,384.0642039,6.963013906,0,36304.43511,1412.459669,43837.00437,1272.266941,36304.43511,1272.266941,50644.68897,0.28559375
Olivary pretectal nucleus,1895.038165,37.7525375,7130.275279,373.3212315,5.41235755,0.266081551,40464.5483,1171.841234,49495.27411,967.5305816,40464.5483,967.5305816,86293.37759,0.07834375
Posterior pretectal nucleus,2190.850041,193.2530895,7478.652194,1914.184135,5.364664932,1.26084878,40149.8688,1814.999164,49824.7357,973.9710938,40149.8688,973.9710938,78645.24952,0.06553125
Cuneiform nucleus,1256.87608,22.4994613,3729.844293,3.745313463,14.02776415,0,12131.04664,0,17131.79478,0,12131.04664,0,17131.79478,0.33715625
Red nucleus,4453.911365,1288.007981,794.6872276,654.4778695,3.739481012,13.35089156,10762.44952,1283.386253,16014.78759,325.2478362,10762.44952,325.2478362,64154.51771,0.371484375
Oculomotor nucleus,5495.628762,130.2188559,3794.841221,386.1601418,129.9665084,107.5122381,4601.190144,434.1556345,14021.62664,283.7823673,4601.190144,283.7823673,90850.12547,0.044578125
Edinger-Westphal nucleus,1370.758846,403.5044036,2283.156556,47.50295551,308.9374423,22.39459604,1780.169635,316.6755051,5743.02248,172.3756379,1780.169635,172.3756379,151677.0427,0.04603125
Trochlear nucleus,2582.818987,870.4744135,3843.698763,1237.816586,1377.676896,34.13822504,41330.76906,2168.298001,49134.9637,1380.155989,41330.76906,1380.155989,57346.53066,0.010765625
Ventral tegmental nucleus,4375.558919,0,1458.561171,2023.697716,3.052507505,72.3140965,25907.83694,1777.552823,31745.00954,0.037170275,25907.83694,0.037170275,31745.00954,0.05096875
Anterior tegmental nucleus,4065.129129,707.8465736,2524.678579,0,0,0,30444.74765,0,37034.55536,0,30444.74765,0,37034.55536,0.030109375
Lateral terminal nucleus of the accessory optic tract,315.1486359,837.6512971,12683.25704,2299.348787,0,0,0,2352.59928,12998.40567,254.0995515,0,254.0995515,44297.99761,0.00971875
"Midbrain, behavioral state related",737.4581201,0,4232.634981,0,232.3262061,0,24574.23695,0,29776.65626,0,24574.23695,0,46547.49544,1.5729375
"Substantia nigra, compact part",890.4777633,0,1734.527693,38.474699,0.740005833,12.59344638,36441.58056,709.9216027,39067.32602,763.6869209,36441.58056,763.6869209,54270.15183,0.445359375
Pedunculopontine nucleus,482.1469023,17.8916428,4440.758893,156.2979373,4.14068474,14.16604877,7208.227359,100.4351268,12135.27384,0,7208.227359,0,12135.27384,0.48359375
Midbrain raphe nuclei,823.3579939,0,5803.95894,0,563.8376304,0,29407.98927,0,36599.14383,0,29407.98927,0,67048.26903,0.643984375
Interfascicular nucleus raphe,304.8744068,9.299325831,916.3677017,218.5862532,27.96492499,329.2864832,7173.937976,491.8685589,8423.145009,357.833049,7173.937976,357.833049,80902.6598,0.036015625
Interpeduncular nucleus,1191.841195,0,5969.453198,779.8109282,34.58700206,134.5972584,43951.44016,796.049465,51147.32155,999.7347692,43951.44016,999.7347692,71901.87524,0.305171875
Rostral linear nucleus raphe,0,0,0,0,0,0,0,0,0,0,0,0,68324.9831,0.0188125
Central linear nucleus raphe,148.2783185,0,4255.01333,34.56686231,267.8887311,65.71131421,14658.19434,53.2926749,19329.37472,0,14658.19434,0,19329.37472,0.11065625
Dorsal nucleus raphe,802.6689614,34.67670172,8146.988673,1850.87247,1857.153345,273.9412911,21030.3291,2134.442671,31837.14008,622.3498968,21030.3291,622.3498968,85950.08928,0.173328125
Hindbrain,3729.7022,0,5947.932832,0,88.66465225,0,5815.137152,0,15581.43684,0,5815.137152,0,24922.9016,42.18340625
Pons,3641.136025,97.77139486,5060.831753,377.8282364,101.8709429,20.93182521,5415.509479,289.1916607,14219.3482,0,5415.509479,0,23327.4193,16.20701563
"Pons, sensory related",3572.03371,0,5214.556318,0,103.4351761,0,2680.51521,0,11570.54042,0,2680.51521,0,18218.25347,3.717046875
Nucleus of the lateral lemniscus,6437.490418,0,4605.435234,0,8.695207446,0,3443.870331,0,14495.49119,0,3443.870331,0,15844.89652,0.875546875
"Nucleus of the lateral lemniscus, dorsal part",3930.866369,420.7057525,2299.165203,0,6.888397666,1.998787506,3889.262676,344.4153792,10126.18265,0.007123555,3889.262676,0.007123555,10126.18265,0.21684375
"Nucleus of the lateral lemniscus, horizontal part",4863.755914,788.2871673,5147.337599,317.2669112,0,3.103843604,9.95071E-13,612.9339196,10011.09351,0.015941408,9.95071E-13,0.015941408,10011.09351,0.057125
"Nucleus of the lateral lemniscus, ventral part",7490.463117,1066.330036,5385.290833,619.2484692,10.17217128,9.885417725,3610.350032,1387.220191,16496.27615,478.4963187,3610.350032,478.4963187,18460.22326,0.601578125
Principal sensory nucleus of the trigeminal,736.0493522,1915.364513,6551.182271,1654.613949,70.56835571,21.20863556,0,0,7357.799979,408.9507516,0,408.9507516,15758.55673,1.130203125
Parabrachial nucleus,2880.684236,0,6622.777569,0,173.907985,0,7930.456757,0,17607.82655,0,7930.456757,0,32983.61346,0.87615625
Koelliker-Fuse subnucleus,2042.263247,22.02771428,3373.808184,35.68645956,556.8925466,0,12058.35854,344.8332685,18031.32252,352.4727711,12058.35854,352.4727711,25009.10539,0.1595625
"Parabrachial nucleus, lateral division",2847.606856,0,7848.51418,0,45.13693461,0,2550.165543,0,13291.42351,0,2550.165543,0,37831.76287,0.478984375
"Parabrachial nucleus, lateral division, central lateral part",5036.164207,0,6171.105869,5697.70819,48.89151656,9.437136634,0,1243.019264,11256.16159,5161.010401,0,5161.010401,41591.50457,0.14721875
"Parabrachial nucleus, lateral division, dorsal lateral part",2214.964963,0,7435.138728,449.5574885,39.22121592,0,2.0001E-12,0,9689.324907,241.9733209,2.0001E-12,241.9733209,39402.45718,0.06128125
"Parabrachial nucleus, lateral division, external lateral part",1656.687236,1337.899184,5271.554897,0,15.68620719,52.71984517,2012.620101,735.2867662,8956.548442,661.1884352,2012.620101,661.1884352,54462.31569,0.069921875
"Parabrachial nucleus, lateral division, superior lateral part",1796.770776,88.61262901,11845.78349,1150.954709,24.56342953,17.9089797,8067.056869,1862.443289,21734.17457,437.4816443,8067.056869,437.4816443,29254.46174,0.109078125
"Parabrachial nucleus, lateral division, ventral lateral part",1912.659994,1108.587567,8028.318677,0,90.09704079,41.22059324,2195.170926,151.0074422,12226.24664,802.8703919,2195.170926,802.8703919,28245.40349,0.091484375
"Parabrachial nucleus, medial division",3510.390438,0,6333.668576,0,176.3041322,0,16004.28421,0,26024.64736,0,16004.28421,0,28565.62544,0.237609375
"Parabrachial nucleus, medial division, external medial part",2196.293693,0,948.0049169,0,6.167768558,1.708552721,34157.02836,0,37307.49474,729.2824883,34157.02836,729.2824883,60897.63735,0.02559375
"Parabrachial nucleus, medial division, medial medial part",3669.023385,0,6983.806175,2368.313772,196.8423711,59.1454229,13812.9514,2209.863589,24662.62333,0,13812.9514,0,24662.62333,0.212015625
Superior olivary complex,5131.204517,0,2566.898487,0,173.3039775,0,0.01380185,0,7871.420783,0,0.01380185,0,8544.648841,0.835140625
"Superior olivary complex, periolivary region",6001.181319,1543.106861,2727.645498,288.8552033,99.38432856,4.392070347,0.01626814,1509.491956,8828.227413,0,0.01626814,0,8828.227413,0.70853125
"Superior olivary complex, medial part",647.0605467,720.0642706,2624.075161,584.1045394,841.6841085,261.0386637,0,0,4112.819816,66.3079309,0,66.3079309,7125.203594,0.051390625
"Superior olivary complex, lateral part",0,452.1469519,1013.660417,347.7994829,412.9504564,10.34630249,0,0.009253185,1426.610873,113.0657834,0,113.0657834,6843.236606,0.07521875
"Pons, motor related",2948.410324,0,3581.908855,0,146.1685805,0,6625.619655,0,13302.10741,0,6625.619655,0,30200.75432,6.22984375
Barrington's nucleus,347.3566128,120.289572,14430.28382,4819.645089,85.28445909,16.7114454,45549.37849,5020.156795,60412.30339,1717.018837,45549.37849,1717.018837,70255.12258,0.0313125
Dorsal tegmental nucleus,5943.74112,845.2549276,11180.17495,12454.74769,16.7668468,4.099080501,41920.89501,9355.331364,59061.57792,1154.534661,41920.89501,1154.534661,81119.97995,0.092546875
Pontine central gray,3805.775453,0,8824.462499,2551.479221,43.63561,1.737332489,19685.6747,3190.450509,32359.54826,846.2305343,19685.6747,846.2305343,38580.21196,0.656453125
Pontine gray,8133.874258,121.0051482,238.5703996,24.3701151,6.592903098,10.91144318,5.63727E-13,0,8379.037561,195.4779297,5.63727E-13,195.4779297,97473.70249,0.7925
"Pontine reticular nucleus, caudal part",475.7811874,0,2274.890168,278.6861696,104.1853347,0,5119.832118,86.26512461,7974.688809,0.002948258,5119.832118,0.002948258,7974.688809,3.264765625
Supragenual nucleus,1011.692426,281.666806,24512.2492,6253.315881,19.88394221,5.260094714,48380.49674,6555.946802,73924.32231,0,48380.49674,0,73924.32231,0.017125
Supratrigeminal nucleus,4429.442905,168.9812733,2988.676439,448.3065186,1416.08289,283.7368365,10901.50882,708.7949901,19735.71105,0,10901.50882,0,19735.71105,0.1589375
Tegmental reticular nucleus,7587.641224,0,7657.128757,2354.205741,0.919659131,5.340891643,0.017155251,2373.189427,15245.7068,239.2981986,0.017155251,239.2981986,40218.09672,0.7139375
Motor nucleus of trigeminal,2331.496072,192.760582,2106.059599,1484.975175,609.8549061,22.63467354,7509.375267,1406.814899,12556.78584,333.0934852,7509.375267,333.0934852,33275.83992,0.502265625
"Pons, behavioral state related",453.6514726,0,3906.118352,0,86.68425225,0,8896.047534,0,13342.50161,0,8896.047534,0,17635.72118,4.106203125
Superior central nucleus raphe,308.4250228,0,6345.988511,0,38.08072456,0,14321.07127,0,21013.56552,0,14321.07127,0,27079.72252,0.59096875
"Superior central nucleus raphe, lateral part",259.8720118,7.24152237,5662.471327,1317.819312,20.44673961,0.880591681,6938.018478,1290.049106,12880.80856,0.006636971,6938.018478,0.006636971,12880.80856,0.289890625
"Superior central nucleus raphe, medial part",355.1738947,826.2712701,7004.107476,681.9078123,55.05946361,181.1122809,21429.78362,672.8628702,28844.12445,563.8420892,21429.78362,563.8420892,40751.0314,0.301078125
Locus ceruleus,3751.892276,152.9248038,9618.123016,1172.298704,121.7593748,113.9989485,34160.9971,1624.518525,47652.77177,931.5149261,34160.9971,931.5149261,184122.2459,0.05065625
Laterodorsal tegmental nucleus,290.1454224,1.787136511,9834.891536,233.1021985,14.08637042,0,39714.10774,1041.876708,49853.23107,974.5291321,39714.10774,974.5291321,77541.90786,0.131421875
Nucleus incertus,726.7793479,183.5264212,8111.016914,398.2134851,31.57485121,210.6455836,14651.95509,1550.167089,23521.3262,522.3818656,14651.95509,522.3818656,30060.29265,0.126703125
Pontine reticular nucleus,432.3861057,30.13955797,2852.142144,50.8932819,103.8023903,17.83581697,5906.016894,29.56477558,9294.347535,0.00370305,5906.016894,0.00370305,9294.347535,3.0366875
Nucleus raphe pontis,229.9109122,33.97551614,2092.120387,107.4865337,0,0,0,24.24596119,2322.0313,0.009487898,0,0.009487898,2322.0313,0.063984375
Subceruleus nucleus,128.3151578,0,4810.644069,922.0355456,88.67549795,30.67748807,2948.756629,831.61316,7976.391353,155.9240831,2948.756629,155.9240831,18111.97774,0.0325625
Sublaterodorsal nucleus,386.9450186,0,7239.011216,0,45.28825491,6.812617838,16781.31659,192.9500576,24452.56108,477.9982148,16781.31659,477.9982148,56322.06516,0.07321875
Medulla,3784.959814,380.4281837,6501.406995,258.3566171,80.42507185,28.28833627,6064.470173,428.772257,16431.26205,0,6064.470173,0,25918.34423,25.97639063
"Medulla, sensory related",6000.36973,0,9538.302833,0,15.32700932,0,1281.770059,0,16835.76963,0,1281.770059,0,36395.375,6.177015625
Area postrema,998.5739825,689.7419448,29504.1969,2210.654333,206.9143364,11.56759014,1.64446E-13,1292.213112,30709.68522,628.2481249,1.64446E-13,628.2481249,203301.7904,0.03240625
Cochlear nuclei,8877.160198,0,6295.275489,0,11.14451563,0,1839.143143,0,17022.72335,0,1839.143143,0,52262.6282,1.593953125
Granular lamina of the cochlear nuclei,14501.23214,221.0727275,1451.938949,0,14.08326518,72.95827889,6765.779659,477.7529236,22733.03401,444.3852093,6765.779659,444.3852093,87106.25498,0.044140625
"Cochlear nucleus, subpedunclular granular region",7245.260744,1282.316517,1912.493044,1938.498213,22.21761442,0,5125.633528,1833.238917,14305.60493,279.6475828,5125.633528,279.6475828,119756.5831,0.04409375
Dorsal cochlear nucleus,17226.49911,621.4986648,1336.261396,0,11.94178176,0.696003499,4135.354526,1260.748936,22710.05682,443.9314226,4135.354526,443.9314226,72998.7649,0.582015625
